Name	Platform No.	Track No.
Kraków Zabłocie	1	1
Kraków Zabłocie	1	3
Kraków Zabłocie	2	2
Kraków Zabłocie	2	4
Kraków Zakliki	1	1
Kraków Zakliki	2	2
Kraków Złocień	1	11
Kraków Złocień	2	12
Kramsk	1	3
Kramsk	1	1
Kramsk	2	2
Kramsk	2	4
Krasiejów	1	1
Kraski	1	4
Kraski	2	2
Kraski	2	1
Krasnystaw Fabryczny	2	1
Krasnystaw Fabryczny	2	3
Krasnystaw Miasto	1	1
Kraśnik	1	3
Kraśnik	1	1
Kretki	2	2
Kretki	2	1
Krępa Krajeńska	1	1
Krężel	1	1
Krężel	2	2
Krężnica Jara	1	1
Krobia	1	3
Krobia	2	1
Krobia	3	1
Krobia	3	2
Krojanty	1	1
Krosno	1	1
Krosno	1	5
Krosno Miasto	1	1
Krosno Odrzańskie	1	1
Krosno Polanka	1	1
Krosno Turaszówka	1	1
Krosnowa	1	1
Krosnowa	2	2
Krosnowice Kłodzkie	1	1
Krostkowo	1	1
Krostkowo	2	1
Krostkowo	2	2
Krościenko	1	5
Krościenko	2	1
Krościenko	2	5
Krośnice	1	1
Krośnice	2	3
Krośnice Mazowieckie	1	1
Krośnice Mazowieckie	2	2
Krotoszyn	1	1
Krotoszyn	1	5
Krotoszyn	2	6
Krotoszyn	2	2
Królewo Malborskie	1	1
Królewo Malborskie	2	2
Krusze	1	3
Krusze	1	1
Kruszwica	1	1
Kruszwica	2	3
Kruszwica	2	1
Kruszyna	1	1
Kruszyna	2	2
Krynica-Zdrój	1	2
Krynica-Zdrój	2	3
Krynica-Zdrój	2	1a,1b
Krynka Łukowska	1	1
Krynka Łukowska	2	2
Krzak	1	1
Krzcięcice	1	1
Krzcięcice	2	2
Krzemienica	1	1
Krzemienica	2	2
Krzemionki	1	1
Krzepice	1	3
Krzepice	2	3
Krzepice	2	1
Krzepów	1	1
Krzepów	1	2
Krzeszowice	1	4b
Krzeszowice	2	1
Krzeszowice	2	2
Krzeszowice	3	3
Krzeszowice	3	5
Krzewie	1	1
Krzewie	1	3
Krzewie	2	4
Krzewie	2	2
Krzewina Zgorzelecka	1	1
Krzewina Zgorzelecka	2	2
Krzycko Wielkie	1	1
Krzymosze	1	1
Krzymosze	2	2
Krzywda	1	2
Krzywda	1	1
Krzywin Gryfiński	1	1
Krzywin Gryfiński	2	2
Krzywizna	1	1
Krzywizna	2	2
Krzyż	1	1
Krzyż	2	2
Krzyż	2	4
Krzyż	3	102
Krzyż	4	103
Krzyż	4	101
Krzyżanowice	1	1
Krzyżanowice	2	2
Krzyżowa	1	1
Książki	1	1
Książki	2	2
Książno	1	1
Książno	2	2
Księginice	1	1
Księginice	2	2
Kubice	1	1
Kudowa-Zdrój	1	1,1a
Kudowa-Zdrój	2	2
Kuklinów	1	1
Kuklinów	2	2
Kuleje	1	1
Kulesze Kościelne	1	1
Kulice Tczewskie	1	1
Kulice Tczewskie	2	2
Kulin Kłodzki	1	1
Kundzin	1	1
Kunice	1	1
Kunice	2	2
Kunowice	1	1
Kunowice	2	2
Kunów	1	1
Kunów	1	2
Kupienino	1	1
Kupienino	2	2
Kuriany	1	1
Kurów Suski	1	1
Kurpie	1	1
Kusięta Nowe	1	1
Kusięta Nowe	2	2
Kutno	1	5
Kutno	1	7
Kutno	2	1
Kutno	2	3
Kutno	3	4
Kutno	3	2
Kutno	4	8
Kutno	4	6
Kutno Azory	1	1
Kuźnia Raciborska	1	2b
Kuźnia Raciborska	2	1b
Kuźnica (Hel)	1	1
Kuźnica (Hel)	1	3
Kuźnica Białostocka	1	3
Kuźnica Białostocka	2	1
Kuźnica Białostocka	2	2
Kwiatki	1	1
Kwidzyn	1	1
Kwidzyn	1	2
Kwidzyn	2	5
Kwidzyn	2	3
Kwieciszowice	1	1
Lachowice	1	3
Lachowice	1	1
Lachowice Centrum	1	1
Laliki	1	1
Lasek	1	3
Lasek	1	1
Laski	1	1
Laski Lubuskie	1	2
Laski Lubuskie	2	1
Laski Odrzańskie	1	1
Laski Tucholskie	1	1
Laskowice Oleskie	1	1
Laskowice Pomorskie	1	4
Laskowice Pomorskie	2	1
Laskowice Pomorskie	2	2
Laskowice Pomorskie	3	5
Laskowice Pomorskie	3	3
Laskownica	1	1
Lasocice	1	3
Lasocice	2	1
Lasocice	2	2
Lasów	1	1
Lasów	2	2
Lednogóra	1	2
Lednogóra	2	1
Legionowo	1	1
Legionowo	1	2
Legionowo	2	7
Legionowo	2	3
Legionowo Piaski	1	1
Legionowo Piaski	1	2
Legionowo Przystanek	1	3
Legionowo Przystanek	2	2
Legnica	1	1
Legnica	1a	3
Legnica	2	6
Legnica	3	8
Legnica	3	7
Legnica	4	10
Legnica	4	9
Legnica	5	12
Legnica	5	11
Legnica Piekary	1	1
Legnica Strefa	1	1
Leluchów	1	1
Leńcze	1	1
Leńcze	1	2
Leokadia	1	1
Leokadia	2	2
Leopoldów	1	1
Leopoldów	2	2
Leosia	1	1
Lesięcin	1	1
Lesiów	1	1
Lesiów	2	2
Lesko Łukawica	2	1
Leszczydół	1	1
Leszczyny	1	1
Leszczyny	1	2
Leszno	1	2
Leszno	2	3
Leszno	2	1
Leszno	3	4
Leszno	4	8
Leszno	4	6
Leszno	5	10
Leszno	5	12
Leszno	6	5
Leszno Górne	1	1
Leszno Górne	2	2
Leszno Grzybowo	1	2
Leszno Grzybowo	2	1
Leśnice	1	1
Leśniczówka	1	1
Letnica	1	1
Lewickie	1	3
Lewickie	1	1
Lewin Brzeski	1	2
Lewin Brzeski	2	1
Lewin Kłodzki	1	1
Lewki	1	1
Lewki	2	1
Leźno	1	1
Leżajsk	1	1
Leżajsk	1	2
Lębork	1	3
Lębork	2	2
Lębork	2	1
Lębork	3	8
Lębork	3	6
Lębork Mosty	1	1
Lębork Nowy Świat	1	1
Lędziechowo	1	1
Libiąż	1	1
Libiąż	1	2
Libusza	1	1
Ligota Toszecka	1	1
Ligota Toszecka	2	2
Ligowiec	1	1
Ligowiec	2	2
Limanowa	1	3
Limanowa	1	1
Linowo	1	1
Lipa	1	1
Lipa	1	2
Lipce Reymontowskie	1	1
Lipce Reymontowskie	2	2
Lipie Góry	1	3
Lipie Góry	2	1
Lipie Góry	2	2
Lipienica	1	1
Lipinki	1	2
Lipinki	2	1
Lipinki Łużyckie	2	1
Lipińskie Małe	2	1
Lipka Krajeńska	1	3
Lipka Krajeńska	2	1
Lipki	1	1
Lipki	2	2
Lipno	1	2
Lipno	2	1
Lipno	2	2
Lipno Nowe	1	1
Lipno Nowe	2	2
Lipowa Śląska	2	1
Lipowa Tucholska	1	7
Lipowa Tucholska	2	7
Lipowa Tucholska	2	5
Lipowa Tucholska	3	5
Lipowa Tucholska	3	3
Lipowe Pole	1	1
Lipowe Pole	2	2
Lipuska Huta	1	1
Lipusz	1	1
Lipusz	2	2
Lisewo	1	1
Lisewo	2	2
Lisie Pole	1	2
Lisie Pole	2	1
Lisowice	1	1
Lisowo	1	1
Lisowo	2	2
Lisów	1	1
Lisów	1	2
Lizawice	1	1
Lizawice	2	2
Lniano	2	1
Lotyń	1	1
Lubachów	1	1
Lubaczów	1	4
Lubaczów	1	1
Lubajny	1	1
Lubajny	2	2
Lubania-Lipiny	1	1
Lubanice	1	1
Lubanie	1	1
Lubanie	2	2
Lubań Śląski	1	3
Lubań Śląski	2	1
Lubań Śląski	3	3
Lubań Śląski	3	5
Lubań Śląski	4	7
Lubań Śląski	5	9
Lubartów	1	2
Lubartów	2	2
Lubartów	2	1c
Lubartów Lipowa	1	1a
Lubartów Słowackiego	1	1a
Lubaszowa	1	1
Lubawka	2	1
Lubicz	1	3
Lubicz	2	1
Lubicz	2	3
Lubicz	3	2
Lubicz	3	1
Lubiewo	1	1
Lubiewo	1	2
Lubin	1	3
Lubin	1	7A
Lubin	2	1
Lubin	2	4
Lubin Stadion	1	1
Lublin AIRPORT	1	1
Lublin AIRPORT	2	1
Lublin Główny	1	52
Lublin Główny	1a	82
Lublin Główny	1b	54
Lublin Główny	2	51
Lublin Główny	2	53
Lublin Główny	3	55
Lublin Główny	3	57
Lublin Ponikwoda	1	1
Lublin Północny	2	2
Lublin Północny	3	1
Lublin Zachodni	1	1
Lublin Zachodni	1	2
Lublin Zadębie	1	1
Lublin Zemborzyce	1	1
Lublin Zemborzyce	1	2
Lubliniec	1	1
Lubliniec	1	2
Lubliniec	2	5
Lubliniec	2	3
Lubnia	1	1
Lubomino	1	1
Luboń koło Poznania	1	2
Luboń koło Poznania	2	1
Luboń koło Poznania	2	3
Lubycza Królewska	1	1
Lubzina	1	1
Lubzina	2	2
Luciążanka	1	1
Luciążanka	2	2
Lucynów	1	1
Ludwikowice Kłodzkie	1	2
Ludwikowice Kłodzkie	1	1
Ludynia	1	1
Ludynia	1	2
Ludynia Dwór	1	1
Ludynia Dwór	2	2
Lusławice	1	1
Lusławice	2	2
Lutol Suchy	1	1
Lutol Suchy	2	3
Lutoryż	1	1
Lutoryż	2	3
Luzino	1	1
Luzino	2	1
Luzino	2	3
Ładzin	1	1
Ładzin	2	2
Łagiewniki	1	1
Łambinowice	1	1
Łambinowice	2	3
Łankiejmy	1	2
Łankiejmy	2	1
Łańcut	1	1
Łańcut	1	2
Łapy	1	4
Łapy	1	2
Łapy	2	3
Łapy	2	1
Łapy Osse	1	1
Łapy Osse	2	2
Łask	1	6
Łask	2	2
Łask	2	1
Łaskarzew	1	1
Łaskarzew	2	2
Ławica	1	2
Ławica	2	1
Łaziska Górne	1	1
Łaziska Górne Brada	1	1
Łaziska Górne Brada	1	3
Łaziska Średnie	1	1a
Łaziska Średnie	2	5A
Łaziska Średnie	2	1a
Łaznów	1	1
Łaznów	2	2
Łazy	1	2
Łazy	1	4
Łazy	2	3A
Łazy	2	1
Łąck	1	4
Łąck	2	2
Łąck	2	4
Łączna	1	1
Łączna	1	2
Łąg	1	2
Łąg	2	1
Łąg Południowy	1	1
Łąkociny	1	1
Łąkociny	2	2
Łążek	1	1
Łążek	2	1
Łeba	1	1
Łęczyca	1	3
Łęczyca	2	1
Łęczyca	2	2
Łęgajny	1	1
Łęgajny	2	2
Łęgajny	2	1
Łęgowo Sulechowskie	1	1
Łęka Opatowska	1	1
Łęka Opatowska	2	2
Łęka Opatowska	2	4
Łętownia	1	1
Łętownia	1	2
Łobez	1	5
Łobez	2	3
Łobez	2	1
Łochów	1	3
Łochów	2	4
Łochów	2	2
Łodygowice	1	2
Łodygowice	1	1
Łodygowice Górne	1	1
Łomnica-Zdrój	1	1
Łopatki	1	1
Łopatki	2	2
Łopuchowo	1	1
Łopuchowo Osiedle	1	1
Łosiów	1	1
Łosiów	2	2
Łososina Górna	1	1
Łososiowice	1	1
Łososiowice	2	2
Łowczów	1	3
Łowczów	2	1
Łowczówek Pleśna	1	3
Łowczówek Pleśna	1	1
Łowicz Główny	1	1
Łowicz Główny	1	2
Łowicz Główny	2	8
Łowicz Główny	2	6
Łowicz Przedmieście	1	3
Łowicz Przedmieście	2	1
Łowicz Przedmieście	2	3,7
Łowicz Przedmieście	3	2
Łowicz Przedmieście	3	1
Łoźnica	1	1
Łoźnica	2	2
Łódź Andrzejów	1	1
Łódź Andrzejów	2	2
Łódź Andrzejów Szosa	1	1
Łódź Andrzejów Szosa	2	2
Łódź Arturówek	1	1
Łódź Chojny	1	1
Łódź Chojny	3	2
Łódź Chojny	4	4
Łódź Dąbrowa	1	2
Łódź Dąbrowa	1	1
Łódź Fabryczna	1	4
Łódź Fabryczna	1	6
Łódź Fabryczna	2	1
Łódź Fabryczna	2	2
Łódź Fabryczna	3	5
Łódź Fabryczna	3	3
Łódź Fabryczna	4	9
Łódź Fabryczna	4	7
Łódź Kaliska	1	8
Łódź Kaliska	2	4
Łódź Kaliska	2	2
Łódź Kaliska	3	1
Łódź Kaliska	3	3
Łódź Kaliska	4	151
Łódź Kaliska	5	154
Łódź Kaliska	5	152
Łódź Lublinek	1	2
Łódź Lublinek	2	1
Łódź Lublinek	2	5
Łódź Marysin	1	1
Łódź Marysin	2	3
Łódź Niciarniana	1	1
Łódź Niciarniana	1	2
Łódź Olechów Wiadukt	1	11
Łódź Olechów Wiadukt	2	12
Łódź Olechów Wschód	1	21
Łódź Olechów Wschód	2	22
Łódź Olechów Zachód	1	11
Łódź Olechów Zachód	2	12
Łódź Pabianicka	1	1
Łódź Pabianicka	2	2
Łódź Radogoszcz Wschód	1	1
Łódź Radogoszcz Zachód	1	1
Łódź Radogoszcz Zachód	2	2
Łódź Retkinia	1	1
Łódź Retkinia	2	2
Łódź Stoki	1	1
Łódź Warszawska	1	1
Łódź Widzew	1	5
Łódź Widzew	1	7
Łódź Widzew	2	1
Łódź Widzew	2	3
Łódź Widzew	3	4
Łódź Widzew	3	2
Łódź Zarzew	1	1
Łódź Zarzew	2	2
Łódź Żabieniec	1	2b
Łódź Żabieniec	2	1c
Łubiana	1	1
Łubowo	1	3
Łubowo	2	1
Łubowo	2	2
Łuczyce	1	1
Łuczyce	2	2
Ługi Górzyckie	1	1
Ługi Górzyckie	2	2
Łuków	1	1
Łuków	1	3
Łuków	2	4
Łuków	2	2
Łuków Łapiguz	1	1
Łuków Łapiguz	1	2
Łuków Śląski	1	1
Łuków Zapowiednik	1	1
Łuków Zapowiednik	2	2
Łupków	1	3
Łupków	2	1
Łupków	2	3
Łupków	3	1
Łupków	3	2
Łupowo	1	1
Łupowo	2	2
Łysomice	1	1
Łysomice	2	2
Machnacz	1	1
Machnacz	2	2
Majdan	1	1
Majdan Królewski	1	1
Majdan Królewski	1	2
Majdan Królewski Podlasek	1	1
Majdan Stuleński	1	1
Majewo	1	1
Majewo	2	2
Maków	1	1
Maków	2	2
Maków Podhalański	1	2
Maków Podhalański	1	1
Maksymilianowo	1	4
Maksymilianowo	2	1
Maksymilianowo	2	2
Maksymilianowo	3	5
Maksymilianowo	3	3
Malbork	2	6x
Malbork	2	4
Malbork	3	2
Malbork	3	1
Malbork	4	202
Malbork	4	201
Malbork Kałdowo	1	1
Malbork Kałdowo	2	2
Malczyce	1	3
Malczyce	1	1
Malczyce	2	2
Malczyce	2	4
Malhowice	1	1
Małaszewicze	1	101
Małaszewicze	2	102
Małdyty	1	3
Małdyty	2	1
Małe Gacno	1	1
Małkinia	1	1
Małkinia	1	3
Małkinia	2	2
Małkinia	2	4
Małogoszcz	1	2
Małogoszcz	1	1
Małomice	1	1
Małomice	2	2
Małowice Wołowskie	1	1
Małowice Wołowskie	2	2
Mańkowice	1	1
Marcinkowice	1	3
Marcinkowice	1	1
Marcinkowo	1	1
Marcinkowo	1	3
Marcinków	1	1
Marcinków	2	2
Marcinowice Świdnickie	1	1
Marciszów	2	3
Marciszów	2	5
Marciszów	3	2
Marciszów	3	1
Markuszowa	1	1
Marzenin	1	2
Marzenin	2	1
Masłońskie Natalin	1	1
Masłońskie Natalin	2	2
Matysy	1	1
Matysy	2	2
Maziły	1	1
Mąkoszyce	1	1
Mąkoszyce	2	2
Medyka	1	57
Medyka	2	107S
Medyka Rozrządowa	1	1
Medyka Towarowa	1	1
Mełno	1	1
Mełno	2	3
Mełno	2	1
Metan	1	2
Metan	2	1
Męcikał	1	1
Męcina	1	1
Męcina Podgórze	1	1
Męcka Wola	1	1
Męcka Wola	2	2
Miały	1	2
Miały	2	1
Miały	2	3
Miasteczko Krajeńskie	1	1
Miasteczko Krajeńskie	2	2
Miasteczko Krajeńskie	2	1
Miasteczko Śląskie	1	1 TGE
Miasteczko Śląskie	2	2 TGE
Miasteczko Śląskie	3	3
Miasteczko Śląskie Centrum	1	1
Miastko	1	5
Miastko	1	1
Miastko	2	2
Miąsowa	1	1
Miąsowa	1	2
Michalczew	1	1
Michalczew	2	2
Michalin	1	1
Michalin	1	2
Michałów-Reginów	1	1
Miechów	1	2
Miechów	1	1
Miechów	2	4
Miedwiecko	1	1
Miedwiecko	2	2
Mielec	1	1
Mielec	1	2
Mielec Południowy	1	1
Mielec Wolności	1	1
Mienia	1	1
Mienia	2	2
Mieroszów	1	1
Mierzęcice	1	1
Mierzęcin	1	1
Mierzęcin	2	2
Mieszaki	1	1
Mieszkowice	1	1
Mieszkowice	2	2
Mieszkowice	2	4
Mieszków	1	1
Mieszków	2	2
Mieszków	2	4
Mietków	1	2
Mietków	2	1
Międzyborów	1	1
Międzyborów	2	2
Międzybórz Sycowski	1	1
Międzybórz Sycowski	2	3
Międzylesie	1	2
Międzylesie	2	5
Międzylesie	2	1b,1p
Międzyrzec Podlaski	1	2a/2b
Międzyrzec Podlaski	2	1a/1b
Międzyrzec Podlaski	2	3
Międzyrzecz	2	6
Międzyrzecz	2	8
Międzyrzecz	3	1
Międzyrzecz	3	5
Międzyzdroje	1	1
Międzyzdroje	2	2
Miękinia	1	1
Miękinia	2	2
Mika	1	1
Mika	2	2
Mikłasze	1	1
Mikołajki Pomorskie	1	1
Mikołajki Pomorskie	2	2
Mikołów	1	2
Mikołów	2	2
Mikołów	2	1
Mikołów Jamna	1	1
Mikołów Jamna	2	3
Mikułowa	1	1
Milanów	1	1
Milanówek	1	3
Milanówek	1	4
Milcz	1	1
Milcza	1	1
Milejów	1	1
Milejów	2	2
Milicz	1	1
Milicz	2	3
Milik	1	1
Milówka	1	1
Milówka	1	3
Milówka Zabawa	1	1
Miłkowice	1	35
Miłkowice	2	37
Miłkowice	3	1
Miłkowice	4	2
Miłobądz	1	1
Miłobądz	2	2
Miłocin Lubelski	1	1
Miłocin Lubelski	2	2
Miłogoszcz	1	1
Miłosław	1	1
Miłosław	2	2
Minkowice	1	4
Minkowice	2	2
Minkowice	2	1
Minkowice Oławskie	1	1
Minkowice Oławskie	2	2
Mińsk Mazowiecki	1	6
Mińsk Mazowiecki	2	6
Mińsk Mazowiecki	2	4
Mińsk Mazowiecki	3	1
Mińsk Mazowiecki	3	2
Mińsk Mazowiecki	4	9
Mińsk Mazowiecki Anielina	1	1
Mińsk Mazowiecki Anielina	2	2
Mirków	1	1
Mirków	2	2
Mirosław Ujski	1	1
Misie	1	1
Misie	2	2
Mleczewo	1	1
Mleczewo	2	2
Mława	1	2
Mława	2	1
Mława	2	3
Mława Miasto	1	1
Mława Miasto	2	2
Młodów	1	1
Młyńsko	1	1
Modlin	1	1
Modlin	2	2
Modlin	2	4
Modła	1	1
Modła	2	2
Mogilno	1	57
Mogilno	2	57
Mogilno	2	1
Mogilno	3	2
Mogilno	3	6,56
Mokra	1	1
Mokra	2	2
Mokra Wieś	1	1
Mokra Wieś	2	2
Mokre	1	1
Mokre Małopolskie	2	1
Mokronos Górny	1	1
Mokronos Górny	2	2
Mokrz	1	1
Mokrz	2	2
Mokrzyca Wielka	1	1
Mokrzyca Wielka	2	2
Montowo	1	1
Montowo	2	2
Mońki	1	3
Mońki	2	2
Mońki	2	1
Morąg	1	2
Morąg	2	1
Morąg	2	3
Morąg Kolonia	1	1
Mordy	1	1
Mordy	1	2
Mordy Miasto	1	1
Mordy Miasto	2	2
Morochów	1	1
Morze	1	1
Morzeszczyn	1	2
Morzeszczyn	2	1
Morzeszczyn	2	3
Morzyca	1	1
Morzyca	2	2
Mosina	1	2
Mosina	2	1
Mosina	2	3
Moskale	1	1
Moskale	2	2
Mostki	1	1
Mostki	2	2
Mostówka	1	1
Mostówka	2	4
Mosty	1	1
Moszczenica	1	1
Moszczenica	2	2
Moszczenica Małopolska	1	1
Moszczenica Pomorska	1	1
Mościsko Dzierżoniowskie	1	1
Mościsko Dzierżoniowskie	2	2
Motycz	1	4a
Motycz	2	1
Motycz	2	2
Motycz Leśny	1	1
Motycz Leśny	2	2
Mrozów	1	1
Mrozów	2	2
Mrozy	1	4
Mrozy	2	1
Mrozy	2	3a/b
Mrzezino	1	2
Mrzezino	1	1
Mszalnica	1	1
Mszalnica	2	2
Mszana Dolna	1	1
Mszana Dolna	1	2
Mszana Dolna Marki	1	1
Mścice	1	1
Mścice	1	3a
Munina	1	1
Munina	1	2
Munina	2	6
Murowana Goślina	1	2
Murowana Goślina	2	1
Muszyna	1	1
Muszyna	1	2
Muszyna Poprad	1	1
Muszyna Zdrój	1	1
Mykanów	1	1
Mysłaków	1	1
Mysłaków	2	2
Mysłowice	1	11
Mysłowice	2	1
Mysłowice	2	3
Mysłowice	3	4
Mysłowice	3	2
Mysłowice Brzezinka	1	1
Mysłowice Brzezinka	1	2
Mysłowice Brzęczkowice	1	1
Mysłowice Brzęczkowice	2	2
Mysłowice Kosztowy	1	1
Mysłowice Kosztowy	2	2
Myszków	1	2
Myszków	2	5
Myszków	2	1
Myszków Mrzygłód	1	1
Myszków Mrzygłód	2	2
Myszków Nowa Wieś	1	1
Myszków Nowa Wieś	2	2
Myszków Światowit	1	1
Myszków Światowit	2	2
Myśliczyn	1	1
Nadolice Małe	1	1
Nadolice Wielkie	1	1
Najmowo	1	1
Nakło nad Notecią	1	2
Nakło nad Notecią	1	4
Nakło nad Notecią	2	3
Nakło nad Notecią	2	1
Nakło Śląskie	1	1
Nakło Śląskie	1	2
Nałęczów	1	3
Nałęczów	2	1
Nałęczów	2	2
Namysłów	1	1
Namysłów	2	2
Namysłów	2	4
Namyślin	1	1
Namyślin	2	2
Narewka	3	1
Narzym	1	1
Narzym	2	2
Nasielsk	1	2
Nasielsk	1	4
Nasielsk	2	3
Nasielsk	2	1
Nasielsk	3	6
Naterki	1	2
Naterki	2	1
Naterki	2	3
Nawra	1	1
Nekla	1	1
Nekla	2	2
Nędza	1	1
Nędza	2	2
Nędza	3	2A
Nędza	3	1A
Nędza Wieś	1	1
Nędza Wieś	2	2
Nicwałd	1	1
Nida	1	5
Nidzica	1	1
Nidzica	1	5
Niedoradz	1	1
Niedoradz	2	2
Niedrzwica	1	1
Niedrzwica	1	2
Niedrzwica Kościelna	1	1
Niedzieliska-Kolonia	1	1
Niedźwiada Łowicka	1	1
Niedźwiada Łowicka	2	2
Niedźwiedź	1	2
Niedźwiedź	1	1
Niedźwiedź Wielkopolski	1	1
Niedźwiedź Wielkopolski	2	2
Nielep	1	1
Niemce	1	1
Niemojki	1	1
Niemojki	1	2
Nieporęt	1	1
Nieszawa Waganiec	1	3
Nieszawa Waganiec	2	1
Nieszawa Waganiec	3	2
Nietkowice	1	1
Nietkowice	2	2
Nietków	1	1
Niewodnica	1	1
Niewodnica	2	2
Nikielkowo	1	1
Nikielkowo	2	2
Nisko	1	1
Nisko	1	2
Nisko Osiedle	1	1
Nisko Osiedle	2	2
Nisko Podwolina	1	1
Nisko Podwolina	2	2
Nisko Racławice	1	1
Nisko Racławice	2	2
Niziny	1	1
Niziny	2	2
Nosówko	1	3
Nosówko	2	1
Nosówko	2	2
Nowa Brzeźnica	1	1
Nowa Dęba	1	1
Nowa Grobla	1	2
Nowa Grobla	1	1
Nowa Iwiczna	1	1
Nowa Iwiczna	2	2
Nowa Ruda	1	2
Nowa Ruda	2	1
Nowa Ruda Przedmieście	1	1
Nowa Ruda Zdrojowisko	1	1
Nowa Sarzyna	1	1
Nowa Sarzyna	1	2
Nowa Sarzyna Kolonia	1	1
Nowa Sarzyna Kolonia	2	2
Nowa Sól	1	1
Nowa Sól	2	4
Nowa Sól	2	2
Nowa Sucha	1	1
Nowa Sucha	2	2
Nowa Wieś Cierpkie	1	1
Nowa Wieś Ełcka	1	1
Nowa Wieś Kościelna	1	1
Nowa Wieś Legnicka	1	1
Nowa Wieś Lęborska	1	1
Nowa Wieś Wielka	1	1
Nowa Wieś Wielka	1	2
Nowa Wieś Wielka	2	7
Nowa Wieś Wielka	2	5
Nowa Wieś Wielka	3	11
Nowa Wieś Wielka	3	9
Nowawieś Mochy	1	2
Nowawieś Mochy	2	1
Nowe Dębe Wielkie	1	1
Nowe Dębe Wielkie	2	2
Nowe Drezdenko	1	2
Nowe Drezdenko	2	1
Nowe Kutnowskie	1	1
Nowe Kutnowskie	2	2
Nowe Skalmierzyce	1	2
Nowe Skalmierzyce	2	1
Nowe Skalmierzyce	3	3
Nowiny	1	1
Nowiny Wielkie	1	2
Nowiny Wielkie	2	1
Nowogard	1	3
Nowogard	2	1
Nowogród Bobrzański	1	1
Nowogród Osiedle	1	1
Nowogród Osiedle	2	3
Nowosielce	1	3
Nowosielce	2	1
Nowosielce	2	3
Nowy Bieruń	1	1
Nowy Bieruń	1	2
Nowy Dwór koło Ornety	1	1
Nowy Dwór Mazowiecki	1	2
Nowy Dwór Mazowiecki	2	1
Nowy Jarosław	1	1
Nowy Las	1	1
Nowy Las	2	2
Nowy Łupków	1	1
Nowy Nurzec	1	1
Nowy Nurzec	2	2
Nowy Sącz	1	3
Nowy Sącz	2	1
Nowy Sącz	2	2
Nowy Sącz Biegonice	1	2
Nowy Sącz Biegonice	1	1
Nowy Sącz Chełmiec	1	1
Nowy Sącz Dąbrówka	1	1
Nowy Sącz Gorzków	1	1
Nowy Sącz Gorzków	2	2
Nowy Sącz Jamnica	1	2
Nowy Sącz Jamnica	2	1
Nowy Sącz Miasto	1	1
Nowy Solec	1	1
Nowy Świętów	1	2płn
Nowy Świętów	2	1płn
Nowy Targ	1	4
Nowy Targ	2	3
Nowy Targ	2	1
Nowy Tomyśl	1	1
Nowy Tomyśl	1	3
Nowy Tomyśl	2	4
Nowy Tomyśl	2	2
Nowy Widzim	1	1
Nowy Zagórz	2	5
Nowy Zagórz	3	5
Nowy Zagórz	3	3
Nowy Zagórz	4	3
Nowy Zagórz	4	1
Nurzec	1	2
Nurzec	1	1
Nysa	1	2
Nysa	2	5
Nysa	2	1
Nysa	3	7
Nysa Wschodnia	1	1
Obłaczkowo	1	1
Obłaczkowo	2	2
Oborniki Śląskie	1	1
Oborniki Śląskie	1	2
Oborniki Wielkopolskie	1	4
Oborniki Wielkopolskie	2	1
Oborniki Wielkopolskie	2	2
Oborniki Wielkopolskie Miasto	1	1
Oborzyska Stare	1	1
Oborzyska Stare	2	2
Obra Stara	1	1
Obrowo	1	1
Ociąż	1	1
Ociąż	2	2
Odolanów	1	2
Odolanów	1	1
Odolanów	2	3
Odolion	1	1
Ognica	1	1
Ograszka	1	1
Ogrodniki	1	1c
Ogrodniki	2	2c
Okmiany	1	1
Okmiany	2	2
Okonek	1	3
Okonek	2	1
Okrąglica	1	1
Okrzeja	1	4
Okrzeja	1	2
Okrzeja	2	1
Okrzeja	2	3
Okuninka Białe	1	1
Olesno Śląskie	1	2
Olesno Śląskie	2	1
Oleszyce	1	2
Oleszyce	1	1
Oleśnica	2	5
Oleśnica	2	7
Oleśnica	3	3
Oleśnica	3	1
Oleśnica	4	2
Oleśnica	4	4
Oleśnica Rataje	1	1
Oleśnica Rataje	2	1
Olkusz	2	4a
Olpuch	1	1
Olpuch Wdzydze	1	1
Olszanica	1	1
Olszanka	1	1
Olszewka	1	1
Olsztyn Dajtki	1	1
Olsztyn Dajtki	2	2
Olsztyn Główny	1	5c
Olsztyn Główny	1	5
Olsztyn Główny	2	3
Olsztyn Główny	2	1
Olsztyn Główny	3	2a
Olsztyn Główny	3	1
Olsztyn Główny	4	4
Olsztyn Główny	4	8
Olsztyn Gutkowo	1	1a-c
Olsztyn Gutkowo	2	1a-c
Olsztyn Gutkowo	2	3b
Olsztyn Jezioro Ukiel	1	1
Olsztyn Likusy	1	1
Olsztyn Likusy	1	3
Olsztyn Redykajny	1	1
Olsztyn Śródmieście	1	3a
Olsztyn Śródmieście	2	4a
Olsztyn Zachodni	1	1
Olsztyn Zachodni	2	2
Olsztyn Zachodni	2	1
Olsztyn Zachodni	3	1
Olsztynek	1	2
Olsztynek	2	1
Olsztynek	2	3
Olszyna Lubańska	1	1
Olszyny	1	1
Olza	1	3
Olza	2	1,1a
Oława	1	1
Oława	2	2
Oława	2	4
Oława Zachodnia	1	1
Oława Zachodnia	2	2
Opalenica	1	4
Opalenica	1	2
Opalenica	2	1
Opalenica	2	3
Opatówek	1	2
Opatówek	2	1
